StockIndexAdjD,SP500,N225,FTSE100,CAC40,GDAX,HSI
2008-01-14,1416.25,14110.79,6215.7,5403.51,7732.02,26468.13
2008-01-15,1380.95,13972.63,6025.6,5250.82,7566.38,25837.78
2008-01-16,1373.2,13504.51,5942.9,5225.39,7471.57,24450.85
2008-01-17,1333.25,13783.45,5902.4,5157.09,7413.53,25114.98
2008-01-18,1325.19,13861.29,5901.7,5092.4,7314.17,25201.87
2008-01-21,1325.19,13325.94,5578.2,4744.45,6790.19,23818.86
2008-01-22,1310.5,12573.05,5740.1,4842.54,6769.47,21757.63
2008-01-23,1338.6,12829.06,5609.3,4636.76,6439.21,24090.17
2008-01-24,1352.07,13092.78,5875.8,4915.29,6821.07,23539.27
2008-01-25,1330.61,13629.16,5869,4878.12,6816.74,25122.37
2008-01-28,1353.96,13087.91,5788.9,4848.3,6818.85,24053.61
2008-01-29,1362.3,13478.86,5885.2,4941.45,6892.96,24291.8
2008-01-30,1355.81,13345.03,5837.3,4873.57,6875.35,23653.69
2008-01-31,1378.55,13592.47,5879.8,4869.79,6851.75,23455.74
2008-02-01,1395.42,13497.16,6029.2,4978.06,6968.67,24123.58
2008-02-04,1380.82,13859.7,6026.2,4973.64,7000.49,25032.08
2008-02-05,1336.64,13745.5,5868,4776.86,6765.25,24808.7
2008-02-06,1326.45,13099.24,5875.4,4816.43,6847.51,23469.46
2008-02-07,1336.91,13207.15,5724.1,4723.8,6733.72,23469.46
2008-02-08,1331.29,13017.24,5784,4709.65,6767.28,23469.46
2008-02-11,1339.13,13017.24,5707.7,4682.7,6743.54,22616.11
2008-02-12,1348.86,13021.96,5910,4840.71,6967.84,22921.67
2008-02-13,1367.21,13068.3,5880.1,4855.4,6973.67,23169.55
2008-02-14,1348.86,13626.45,5879.3,4858.65,6962.28,24021.68
2008-02-15,1349.99,13622.56,5787.6,4771.79,6832.43,24148.43
2008-02-19,1348.78,13757.91,5966.9,4885.83,7002.29,24123.17
2008-02-20,1360.03,13310.37,5893.6,4812.81,6899.68,23590.58
2008-02-21,1342.53,13688.28,5932.2,4858.85,6904.85,23623
2008-02-22,1353.11,13500.46,5888.5,4824.55,6806.29,23305.04
2008-02-25,1371.8,13914.57,5999.5,4919.26,6882.56,23269.14
2008-02-26,1381.29,13824.72,6087.4,4973.07,6985.97,23714.75
2008-02-27,1380.02,14031.3,6076.5,4968.82,6997.85,24483.84
2008-02-28,1367.68,13925.51,5965.7,4865.23,6862.52,24591.69
2008-02-29,1330.63,13603.02,5884.3,4790.66,6748.13,24331.67
2008-03-03,1331.34,12992.18,5818.6,4742.66,6689.95,23584.97
2008-03-04,1326.75,12992.28,5767.7,4675.91,6545.04,23119.87
2008-03-05,1333.7,12972.06,5853.5,4756.42,6683.71,23114.34
2008-03-06,1304.34,13215.42,5766.4,4678.05,6591.31,23342.73
2008-03-07,1293.37,12782.8,5699.9,4618.96,6513.99,22501.33
2008-03-10,1273.37,12532.13,5629.1,4566.99,6448.08,22705.05
2008-03-11,1320.65,12658.28,5690.4,4627.69,6524.57,22995.35
2008-03-12,1308.77,12861.13,5776.4,4697.1,6599.37,23422.76
2008-03-13,1315.48,12433.44,5692.4,4630.19,6500.56,22301.64
2008-03-14,1288.14,12241.6,5631.7,4592.15,6451.9,22237.11
2008-03-17,1276.6,11787.51,5414.4,4431.04,6182.3,21084.61
2008-03-18,1330.74,11964.16,5605.8,4582.59,6393.39,21384.61
2008-03-19,1298.42,12260.44,5545.6,4555.95,6361.22,21866.94
2008-03-20,1329.51,12260.44,5495.2,4533.72,6319.99,21108.22
2008-03-21,1329.51,12482.57,5495.2,4533.72,6319.99,21108.22
2008-03-24,1349.88,12480.09,5495.2,4533.72,6319.99,21108.22
2008-03-25,1352.99,12745.22,5689.1,4692,6524.71,22464.52
2008-03-26,1341.13,12706.63,5660.4,4676.68,6489.26,22617.01
2008-03-27,1325.76,12604.58,5717.5,4719.53,6578.06,22664.22
2008-03-28,1315.22,12820.47,5692.9,4695.92,6559.9,23285.95
2008-03-31,1322.7,12525.54,5702.1,4707.07,6534.97,22849.2
2008-04-01,1370.18,12656.42,5852.6,4866,6720.33,23137.46
2008-04-02,1367.53,13189.36,5915.9,4911.97,6777.44,23872.43
2008-04-03,1369.31,13389.9,5891.3,4887.87,6741.72,24264.63
2008-04-04,1370.4,13293.22,5947.1,4900.88,6763.39,24264.63
2008-04-07,1372.54,13450.23,6014.8,4944.6,6821.03,24578.76
2008-04-08,1365.54,13250.43,5990.2,4912.69,6771.98,24311.69
2008-04-09,1354.49,13111.89,5983.9,4874.97,6721.36,23984.57
2008-04-10,1360.55,12945.3,5965.1,4859.42,6704.32,24187.1
2008-04-11,1332.83,13323.73,5895.5,4797.93,6603.57,24667.79
2008-04-14,1328.32,12917.51,5831.6,4766.49,6554.49,23811.2
2008-04-15,1334.43,12990.58,5906.9,4780.68,6585.05,23901.33
2008-04-16,1364.71,13146.13,6046.2,4855.1,6702.84,23878.35
2008-04-17,1365.56,13398.3,5980.4,4862.14,6681.81,24258.96
2008-04-18,1390.33,13476.45,6056.5,4961.69,6843.08,24197.78
2008-04-21,1388.17,13696.55,6053,4910.35,6786.55,24721.67
2008-04-22,1375.94,13547.82,6034.7,4872.64,6728.3,24939.15
2008-04-23,1379.93,13579.16,6083.6,4944.65,6795.03,25289.24
2008-04-24,1388.82,13540.87,6050.7,4929.55,6821.32,25680.78
2008-04-25,1397.84,13863.47,6091.4,4978.21,6896.58,25516.78
2008-04-28,1396.37,13894.37,6090.4,5012.75,6925.33,25666.29
2008-04-29,1390.94,13894.37,6089.4,4977.1,6885.34,25914.15
2008-04-30,1385.59,13849.99,6087.3,4996.54,6948.82,25755.35
2008-05-01,1409.34,13766.86,6087.3,4996.54,6948.82,25755.35
2008-05-02,1413.9,14049.26,6215.5,5069.71,7043.23,26241.02
2008-05-05,1407.49,14049.26,6215.5,5063.36,7052.08,26183.95
2008-05-06,1418.26,14049.26,6215.2,5040.92,7017.1,26262.13
2008-05-07,1392.57,14102.48,6261,5075.31,7076.25,25610.21
2008-05-08,1397.68,13943.26,6270.8,5055.58,7071.9,25449.79
2008-05-09,1388.28,13655.34,6204.7,4960.56,7003.17,25063.17
2008-05-12,1403.58,13743.36,6220.6,4976.21,7035.95,25063.17
2008-05-13,1403.04,13953.73,6211.9,4998.67,7060.19,25552.77
2008-05-14,1408.66,14118.55,6216,5055.24,7083.24,25533.48
2008-05-15,1423.57,14251.74,6251.8,5057.51,7081.05,25513.71
2008-05-16,1425.35,14219.48,6304.3,5078.04,7156.55,25618.86
2008-05-19,1426.63,14269.61,6376.5,5142.1,7225.94,25742.23
2008-05-20,1413.4,14160.09,6191.6,5054.88,7118.5,25169.46
2008-05-21,1390.71,13926.3,6198.1,5027.55,7040.83,25460.29
2008-05-22,1394.35,13978.46,6181.6,5028.74,7070.33,25043.12
2008-05-23,1375.93,14012.2,6087.3,4933.77,6944.05,24714.07
2008-05-26,1375.93,13690.19,6087.3,4937.84,6953.84,24127.31
2008-05-27,1385.35,13893.31,6058.5,4906.56,6958.66,24282.04
2008-05-28,1390.84,13709.44,6069.6,4971.11,7033.84,24249.51
2008-05-29,1398.26,14124.47,6068.1,4975.9,7055.03,24383.99
2008-05-30,1400.38,14338.54,6053.5,5014.28,7096.79,24533.12
2008-06-02,1385.67,14440.14,6007.6,4935.21,7008.77,24831.36
2008-06-03,1377.65,14209.17,6057.7,4983.71,7019.13,24375.76
2008-06-04,1377.2,14435.57,5970.1,4915.07,6965.43,24123.25
2008-06-05,1404.05,14341.12,5995.3,4907.06,6941.83,24255.29
2008-06-06,1360.68,14489.44,5906.8,4795.32,6803.81,24402.18
2008-06-09,1361.76,14181.38,5877.6,4799.38,6815.63,24402.18
2008-06-10,1358.44,14021.17,5827.3,4761.08,6771.1,23375.52
2008-06-11,1335.49,14183.48,5723.3,4660.91,6650.26,23327.6
2008-06-12,1339.87,13888.6,5790.5,4672.3,6714.52,23023.86
2008-06-13,1360.03,13973.73,5802.8,4682.3,6765.32,22592.3
2008-06-16,1360.14,14354.37,5794.6,4657.74,6729.88,23029.69
2008-06-17,1350.93,14348.37,5861.9,4686.33,6796.16,23057.99
2008-06-18,1337.81,14452.82,5756.9,4618.75,6728.91,23325.8
2008-06-19,1342.83,14130.17,5708.4,4591.39,6721.17,22797.61
2008-06-20,1317.93,13942.08,5620.8,4509.27,6578.44,22745.6
2008-06-23,1318,13857.47,5667.2,4511.37,6589.46,22714.96
2008-06-24,1314.29,13849.56,5634.7,4473.76,6536.06,22456.02
2008-06-25,1321.97,13829.92,5666.1,4536.29,6617.84,22635.16
2008-06-26,1283.15,13822.32,5518.2,4426.19,6459.6,22455.67
2008-06-27,1278.38,13544.36,5529.9,4397.32,6421.91,22042.35
2008-06-30,1280,13481.38,5625.9,4434.85,6418.32,22102.01
2008-07-01,1284.91,13463.2,5479.9,4341.21,6315.94,22102.01
2008-07-02,1261.52,13286.37,5426.3,4296.48,6305.42,21704.45
2008-07-03,1262.9,13265.4,5476.6,4343.99,6353.74,21242.78
2008-07-04,1262.9,13237.89,5412.8,4266,6272.21,21423.82
2008-07-07,1252.31,13360.04,5512.7,4342.59,6395.75,21913.06
2008-07-08,1273.7,13033.1,5440.5,4275.61,6304.41,21220.81
2008-07-09,1244.69,13052.13,5529.6,4339.66,6386.46,21805.81
2008-07-10,1253.39,13067.21,5406.8,4231.56,6305,21821.78
2008-07-11,1239.49,13039.69,5261.6,4100.64,6153.3,22184.55
2008-07-14,1228.3,13010.16,5300.4,4142.53,6200.25,22014.46
2008-07-15,1214.91,12754.56,5171.9,4061.15,6081.7,21174.77
2008-07-16,1245.36,12760.8,5150.6,4112.45,6155.37,21223.5
2008-07-17,1260.32,12887.95,5286.3,4225.99,6271.27,21734.72
2008-07-18,1260.68,12803.7,5376.4,4299.36,6382.65,21874.19
2008-07-21,1260,12803.7,5404.3,4327.14,6424.84,22532.9
2008-07-22,1277,13184.96,5364.1,4327.26,6442.79,22527.48
2008-07-23,1282.19,13312.93,5449.9,4408.74,6536.09,23134.55
2008-07-24,1252.54,13603.31,5362.3,4347.99,6440.7,23087.72
2008-07-25,1257.76,13334.76,5352.6,4377.18,6436.71,22740.71
2008-07-28,1234.37,13353.78,5312.6,4324.45,6351.15,22687.21
2008-07-29,1263.2,13159.45,5319.2,4320.49,6398.8,22258
2008-07-30,1284.26,13367.79,5420.7,4400.55,6460.12,22690.6
2008-07-31,1267.38,13376.81,5411.9,4392.36,6479.56,22731.1
2008-08-01,1260.31,13094.59,5354.7,4314.34,6396.46,22862.6
2008-08-04,1249.01,12933.18,5320.2,4280.63,6349.81,22514.92
2008-08-05,1284.88,12914.66,5454.5,4386.35,6518.7,21949.75
2008-08-06,1289.19,13254.89,5486.1,4448.33,6561.39,21949.75
2008-08-07,1266.07,13124.99,5477.5,4457.43,6543.49,22104.2
2008-08-08,1296.32,13168.41,5489.2,4491.85,6561.65,21885.21
2008-08-11,1305.32,13430.91,5541.8,4538.49,6609.63,21859.34
2008-08-12,1289.59,13303.6,5534.5,4518.48,6585.87,21640.89
2008-08-13,1285.83,13023.05,5448.6,4402.97,6422.19,21293.32
2008-08-14,1292.93,12956.8,5497.4,4420.91,6442.21,21392.71
2008-08-15,1298.2,13019.41,5454.8,4453.62,6446.02,21160.58
2008-08-18,1278.6,13165.45,5450.2,4448.84,6432.88,20930.67
2008-08-19,1266.69,12865.05,5320.4,4332.79,6282.43,20484.37
2008-08-20,1274.54,12851.69,5371.8,4365.87,6317.8,20931.26
2008-08-21,1277.72,12752.21,5370.2,4304.61,6236.96,20392.06
2008-08-22,1292.2,12666.04,5505.6,4400.45,6342.42,20392.06
2008-08-25,1266.84,12878.66,5505.6,4355.87,6296.95,21104.79
2008-08-26,1271.51,12778.71,5470.7,4368.55,6340.52,21056.66
2008-08-27,1281.66,12752.96,5528.1,4373.08,6321.03,21464.72
2008-08-28,1300.68,12768.25,5601.2,4461.49,6420.54,20972.29
2008-08-29,1282.83,13072.87,5636.6,4482.6,6422.3,21261.89
2008-09-01,1282.83,12834.18,5602.8,4472.13,6421.8,20906.31
2008-09-02,1277.58,12609.47,5620.7,4539.07,6518.47,21042.46
2008-09-03,1274.98,12689.59,5499.7,4447.13,6467.49,20585.06
2008-09-04,1236.83,12557.66,5362.1,4304.01,6279.57,20389.48
2008-09-05,1242.31,12212.23,5240.7,4196.66,6127.44,19933.28
2008-09-08,1267.79,12624.46,5446.3,4340.18,6263.74,20794.27
2008-09-09,1224.51,12400.65,5415.6,4293.34,6233.41,20491.11
2008-09-10,1232.04,12346.63,5366.2,4283.66,6210.32,19999.78
2008-09-11,1249.05,12102.5,5318.4,4249.07,6178.9,19388.72
2008-09-12,1251.7,12214.76,5416.7,4332.66,6234.89,19352.9
2008-09-15,1192.7,12214.76,5204.2,4168.97,6064.16,19352.9
2008-09-16,1213.6,11609.72,5025.6,4087.4,5965.17,18300.61
2008-09-17,1156.39,11749.79,4912.4,4000.11,5860.98,17637.19
2008-09-18,1206.51,11489.3,4880,3957.86,5863.42,17632.46
2008-09-19,1255.08,11920.86,5311.3,4324.87,6143.42,19327.73
2008-09-22,1207.09,12090.59,5236.3,4223.51,6107.75,19632.2
2008-09-23,1188.22,12090.59,5136.1,4139.82,6068.53,18872.85
2008-09-24,1185.87,12115.03,5095.6,4114.54,6052.87,18961.99
2008-09-25,1209.18,12006.53,5197,4226.81,6173.03,18934.43
2008-09-26,1213.27,11893.16,5088.5,4163.38,6063.5,18682.09
2008-09-29,1106.42,11743.61,4818.8,3953.48,5807.08,17880.68
2008-09-30,1166.36,11259.86,4902.5,4032.1,5831.02,18016.21
2008-10-01,1161.06,11368.26,4959.6,4054.54,5806.33,18016.21
2008-10-02,1114.28,11154.76,4870.3,3963.28,5660.63,18211.11
2008-10-03,1099.23,10938.14,4980.3,4080.75,5797.03,17682.4
2008-10-06,1056.89,10473.09,4589.2,3711.98,5387.01,16803.76
2008-10-07,996.23,10155.9,4605.2,3732.22,5326.63,16803.76
2008-10-08,984.94,9203.32,4366.7,3496.89,5013.62,15431.73
2008-10-09,909.92,9157.49,4313.8,3442.7,4887,15943.24
2008-10-10,899.22,8276.43,3932.1,3176.49,4544.31,14796.87
2008-10-13,1003.35,8276.43,4256.9,3531.5,5062.45,16312.16
2008-10-14,998.01,9447.57,4394.2,3628.52,5199.19,16832.88
2008-10-15,907.84,9547.47,4079.6,3381.07,4861.63,15998.3
2008-10-16,946.43,8458.45,3861.4,3181,4622.81,15230.52
2008-10-17,940.55,8693.82,4063,3329.92,4781.33,14554.21
2008-10-20,985.4,9005.59,4282.7,3448.51,4835.01,15323.01
2008-10-21,955.05,9306.25,4229.7,3475.4,4784.41,15041.17
2008-10-22,896.78,8674.69,4040.9,3298.18,4571.07,14266.6
2008-10-23,908.11,8460.98,4087.8,3310.87,4519.7,13760.49
2008-10-24,876.77,7649.08,3883.4,3193.79,4295.67,12618.38
2008-10-27,848.92,7162.9,3852.6,3067.35,4334.64,11015.84
2008-10-28,940.51,7621.92,3926.4,3114.92,4823.45,12596.29
2008-10-29,930.09,8211.9,4242.5,3402.57,4808.69,12702.07
2008-10-30,954.09,9029.76,4291.6,3407.82,4869.3,14329.85
2008-10-31,968.75,8576.98,4377.3,3487.07,4987.97,13968.67
2008-11-03,966.3,8576.98,4443.3,3527.97,5026.84,14344.37
2008-11-04,1005.75,9114.6,4639.5,3691.09,5278.04,14384.34
2008-11-05,952.77,9521.24,4530.7,3618.11,5166.87,14840.16
2008-11-06,904.88,8899.14,4272.4,3387.25,4813.57,13790.04
2008-11-07,930.99,8583,4365,3469.12,4938.46,14243.43
2008-11-10,919.21,9081.43,4403.9,3505.75,5025.53,14744.63
2008-11-11,898.95,8809.3,4246.7,3336.41,4761.58,14040.9
2008-11-12,852.3,8695.51,4182,3233.96,4620.8,13939.09
2008-11-13,911.29,8238.64,4169.2,3269.46,4649.52,13221.35
2008-11-14,873.29,8462.39,4233,3291.47,4710.24,13542.66
2008-11-17,850.75,8522.58,4132.2,3182.03,4557.27,13529.53
2008-11-18,859.12,8328.41,4208.5,3217.4,4579.47,12915.89
2008-11-19,806.58,8273.22,4005.7,3087.89,4354.09,12815.8
2008-11-20,752.44,7703.04,3875,2980.42,4220.2,12298.56
2008-11-21,800.03,7910.79,3781,2881.26,4127.41,12659.2
2008-11-24,851.81,7910.79,4153,3172.11,4554.33,12457.94
2008-11-25,857.39,8323.93,4171.3,3209.56,4560.42,12878.6
2008-11-26,887.68,8213.22,4152.7,3169.85,4560.5,13369.45
2008-11-27,887.68,8373.39,4226.1,3250.39,4665.27,13552.06
2008-11-28,896.24,8512.27,4288,3262.68,4669.44,13888.24
2008-12-01,816.21,8397.22,4065.5,3080.43,4394.79,14108.84
2008-12-02,848.81,7863.69,4122.9,3152.9,4531.79,13405.85
2008-12-03,870.74,8004.1,4170,3166.65,4567.24,13588.66
2008-12-04,845.22,7924.24,4163.6,3161.16,4564.23,13509.78
2008-12-05,876.07,7917.51,4049.4,2988.01,4381.47,13846.09
2008-12-08,909.7,8329.05,4300.1,3247.48,4715.88,15044.87
2008-12-09,888.67,8395.87,4381.3,3297.8,4779.11,14753.22
2008-12-10,899.24,8660.24,4367.3,3320.31,4804.88,15577.74
2008-12-11,873.59,8720.55,4388.7,3306.13,4767.2,15613.9
2008-12-12,879.73,8235.87,4280.4,3213.6,4663.37,14758.39
2008-12-15,868.57,8664.66,4277.6,3185.66,4654.82,15046.95
2008-12-16,913.18,8568.02,4309.1,3251.66,4729.91,15130.21
2008-12-17,904.42,8612.52,4324.2,3241.92,4708.38,15460.52
2008-12-18,885.28,8667.23,4330.7,3234.15,4756.4,15497.81
2008-12-19,887.88,8588.52,4286.9,3225.9,4696.7,15127.51
2008-12-22,871.63,8723.78,4249.2,3151.36,4639.02,14622.39
2008-12-23,863.16,8723.78,4256,3128.41,4629.38,14220.79
2008-12-24,868.15,8517.1,4216.6,3116.21,4629.38,14184.14
2008-12-25,868.15,8599.5,4216.6,3116.21,4629.38,14184.14
2008-12-26,872.8,8739.52,4216.6,3116.21,4629.38,14184.14
2008-12-29,869.42,8747.17,4319.4,3130.72,4704.86,14328.48
2008-12-30,890.64,8859.56,4392.7,3217.13,4810.2,14235.5
2008-12-31,903.25,8859.56,4434.2,3217.97,4810.2,14387.48
2009-01-02,931.8,8859.56,4561.8,3349.69,4973.07,15042.81
2009-01-05,927.45,9043.12,4579.6,3359.92,4983.99,15563.31
2009-01-06,934.7,9080.84,4638.9,3396.22,5026.31,15509.51
2009-01-07,906.65,9239.24,4507.5,3346.09,4937.47,14987.46
2009-01-08,909.73,8876.42,4505.4,3324.33,4879.91,14415.91
2009-01-09,890.35,8836.8,4448.5,3299.5,4783.89,14377.44
2009-01-12,870.26,8836.8,4426.2,3246.12,4719.62,13971
2009-01-13,871.79,8413.91,4399.1,3197.89,4636.94,13668.05
2009-01-14,842.62,8438.45,4180.6,3052,4422.35,13704.61
2009-01-15,843.74,8023.31,4121.1,2995.88,4336.73,13242.96
2009-01-16,850.12,8230.15,4147.1,3016.75,4366.28,13255.51
2009-01-19,850.12,8256.85,4108.5,2989.69,4316.14,13339.99
2009-01-20,805.22,8065.79,4091.4,2925.28,4239.85,12959.77
2009-01-21,840.24,7901.64,4059.9,2905.57,4261.15,12583.63
2009-01-22,827.5,8051.74,4052.2,2869.62,4219.42,12657.99
2009-01-23,831.95,7745.25,4052.5,2849.14,4178.94,12578.6
2009-01-26,836.57,7682.14,4209,2955.37,4326.87,12578.6
2009-01-27,845.71,8061.07,4194.4,2954.53,4323.42,12578.6
2009-01-28,874.09,8106.29,4295.2,3076.01,4518.72,12578.6
2009-01-29,845.14,8251.24,4190.1,3009.75,4428.11,13154.43
2009-01-30,825.88,7994.05,4149.6,2973.92,4338.35,13278.21
2009-02-02,825.44,7873.98,4077.8,2930.05,4271.04,12861.49
2009-02-03,838.51,7825.51,4164.5,2982.39,4374.96,12776.89
2009-02-04,832.23,8038.94,4228.6,3068.99,4492.79,13063.89
2009-02-05,845.85,7949.65,4228.9,3066.29,4510.49,13178.9
2009-02-06,868.6,8076.62,4291.9,3122.79,4644.63,13655.04
2009-02-09,869.89,7969.03,4307.6,3134.87,4666.82,13769.06
2009-02-10,827.16,7945.94,4213.1,3020.75,4505.54,13880.64
2009-02-11,833.74,7945.94,4234.3,3027.72,4530.09,13539.21
2009-02-12,835.19,7705.36,4202.2,2964.34,4407.56,13228.3
2009-02-13,826.84,7779.4,4189.6,2997.86,4413.39,13554.67
2009-02-16,826.84,7750.17,4134.8,2962.22,4413.39,13455.88
2009-02-17,789.17,7645.51,4034.1,2875.23,4216.6,12945.4
2009-02-18,788.42,7534.44,4006.8,2874.07,4204.96,13016
2009-02-19,778.94,7557.65,4018.4,2872.6,4215.21,13023.36
2009-02-20,770.05,7416.38,3889.1,2750.55,4014.66,12699.17
2009-02-23,743.33,7376.16,3850.7,2727.87,3936.45,13175.1
2009-02-24,773.14,7268.56,3816.4,2708.05,3895.75,12798.52
2009-02-25,764.9,7461.22,3849,2696.92,3846.21,13005.08
2009-02-26,752.83,7457.93,3915.6,2744.84,3942.62,12894.94
2009-02-27,735.09,7568.42,3830.1,2702.48,3843.74,12811.57
2009-03-02,700.82,7280.15,3625.8,2581.46,3710.07,12317.46
2009-03-03,696.33,7229.72,3512.1,2554.55,3690.72,12033.88
2009-03-04,712.87,7290.96,3645.9,2675.68,3890.94,12331.15
2009-03-05,682.55,7433.49,3529.9,2569.63,3695.49,12211.24
2009-03-06,683.38,7173.1,3530.7,2534.45,3666.41,11921.52
2009-03-09,676.53,7086.03,3542.4,2519.29,3692.03,11344.58
2009-03-10,719.6,7054.98,3715.2,2663.68,3886.98,11694.05
2009-03-11,721.36,7376.12,3693.8,2674.2,3914.1,11930.66
2009-03-12,750.74,7198.25,3712.1,2694.25,3956.22,12001.53
2009-03-13,756.55,7569.28,3753.7,2705.63,3953.6,12525.8
2009-03-16,753.89,7704.15,3864,2791.66,4044.54,12976.71
2009-03-17,778.12,7949.13,3857.1,2767.28,3987.77,12878.09
2009-03-18,794.35,7972.17,3805,2760.34,3996.32,13117.17
2009-03-19,784.04,7945.96,3816.9,2776.99,4043.46,13130.92
2009-03-20,768.54,7945.96,3842.9,2791.14,4068.74,12833.51
2009-03-23,822.92,8215.53,3952.8,2869.57,4176.37,13447.42
2009-03-24,806.12,8488.3,3911.5,2874.39,4187.36,13910.34
2009-03-25,813.88,8479.99,3900.3,2893.45,4223.29,13622.11
2009-03-26,832.86,8636.33,3925.2,2892.07,4259.37,14108.98
2009-03-27,815.94,8626.97,3898.9,2840.62,4203.55,14119.5
2009-03-30,787.53,8236.08,3762.9,2719.34,3989.23,13456.33
2009-03-31,797.87,8109.53,3926.1,2807.34,4084.76,13576.02
2009-04-01,811.08,8351.91,3955.6,2839.61,4131.07,13519.54
2009-04-02,834.38,8719.78,4125,2992.06,4381.92,14521.97
2009-04-03,842.5,8749.84,4029.7,2958.74,4384.99,14545.69
2009-04-06,835.48,8857.93,3993.5,2929.75,4349.81,14998.04
2009-04-07,815.55,8832.85,3930.5,2902.31,4322.5,14928.97
2009-04-08,825.16,8595.01,3925.5,2921.06,4357.92,14474.86
2009-04-09,856.56,8916.06,3983.7,2974.18,4491.12,14901.41
2009-04-10,856.56,8964.11,3983.7,2974.18,4491.12,14901.41
2009-04-13,858.73,8924.43,3983.7,2974.18,4491.12,14901.41
2009-04-14,841.5,8842.68,3989,3000.22,4557.01,15580.16
2009-04-15,852.06,8742.96,3968.4,2985.74,4549.79,15669.62
2009-04-16,865.3,8755.26,4053,3038.18,4609.46,15582.99
2009-04-17,869.6,8907.58,4092.8,3091.96,4676.84,15601.27
2009-04-20,832.39,8924.75,3990.9,2969.4,4486.3,15750.91
2009-04-21,850.08,8711.33,3987.5,2973.94,4501.63,15285.89
2009-04-22,843.55,8727.3,4030.7,3025.24,4594.42,14878.45
2009-04-23,851.92,8847.01,4018.2,3008.62,4538.21,15214.46
2009-04-24,866.23,8707.99,4156,3102.85,4674.32,15258.85
2009-04-27,857.51,8726.34,4167,3102.43,4694.07,14840.42
2009-04-28,855.16,8493.77,4096.4,3051.02,4607.42,14555.11
2009-04-29,873.64,8493.77,4189.6,3116.94,4704.56,14956.95
2009-04-30,872.81,8828.26,4243.7,3159.85,4769.45,15520.99
2009-05-01,877.52,8977.37,4243.2,3159.85,4769.45,15520.99
2009-05-04,907.24,8977.37,4243.2,3237.97,4902.45,16381.05
2009-05-05,903.8,8977.37,4336.9,3225,4853.03,16430.08
2009-05-06,919.53,8977.37,4396.5,3283.51,4880.71,16834.57
2009-05-07,907.39,9385.7,4398.7,3251.52,4804.1,17217.89
2009-05-08,929.23,9432.83,4462.1,3312.59,4913.9,17389.87
2009-05-11,909.24,9451.98,4435.5,3248.67,4866.91,17087.95
2009-05-12,908.35,9298.61,4425.5,3231.1,4854.11,17153.64
2009-05-13,883.92,9340.49,4331.4,3152.9,4727.61,17059.62
2009-05-14,893.07,9093.73,4362.6,3156.29,4738.47,16541.69
2009-05-15,882.88,9265.02,4348.1,3169.05,4737.5,16790.7
2009-05-18,909.71,9038.69,4446.5,3245.39,4851.96,17022.91
2009-05-19,908.13,9290.29,4482.3,3274.96,4959.62,17544.03
2009-05-20,903.47,9344.64,4468.4,3303.37,5038.94,17475.84
2009-05-21,888.33,9264.15,4345.5,3217.41,4900.67,17199.49
2009-05-22,887,9225.81,4365.3,3227.97,4918.75,17062.52
2009-05-25,887,9347,4365.3,3236.16,4918.45,17121.82
2009-05-26,910.33,9310.81,4411.7,3270.09,4985.6,16991.56
2009-05-27,893.06,9438.77,4416.2,3294.86,5000.77,17885.27
2009-05-28,906.83,9451.39,4387.5,3263.7,4932.88,17885.27
2009-05-29,919.14,9522.5,4417.9,3277.65,4940.82,18171
2009-06-01,942.87,9677.75,4506.2,3379.49,5142.56,18888.59
2009-06-02,944.74,9704.31,4477,3378.04,5144.06,18389.08
2009-06-03,931.76,9741.67,4383.4,3309.65,5054.53,18576.47
2009-06-04,942.46,9668.96,4386.9,3312.03,5064.8,18502.77
2009-06-05,940.09,9768.01,4438.6,3339.05,5077.03,18679.53
2009-06-08,939.14,9865.63,4405.2,3289.66,5004.72,18253.39
2009-06-09,942.43,9786.82,4404.8,3296.73,4997.86,18058.49
2009-06-10,939.15,9991.49,4436.8,3315.27,5051.18,18785.66
2009-06-11,944.89,9981.33,4461.9,3334.94,5107.26,18791.03
2009-06-12,946.21,10135.82,4442,3326.14,5069.24,18889.68
2009-06-15,923.72,10039.67,4326,3219.58,4889.94,18498.96
2009-06-16,911.97,9752.88,4328.6,3213.95,4890.72,18165.5
2009-06-17,910.71,9840.85,4278.5,3161.14,4799.98,18084.6
2009-06-18,918.37,9703.72,4280.9,3194.06,4837.48,17776.66
2009-06-19,921.23,9786.26,4345.9,3221.27,4839.46,17920.93
2009-06-22,893.04,9826.27,4234,3123.25,4693.4,18059.55
2009-06-23,895.1,9549.61,4230,3116.82,4707.15,17538.37
2009-06-24,900.94,9590.32,4280,3184.76,4836.01,17892.15
2009-06-25,920.26,9796.08,4252.6,3163.1,4800.56,18275.03
2009-06-26,918.9,9877.39,4241,3129.73,4776.47,18600.26
2009-06-29,927.23,9783.47,4294,3193.68,4885.09,18528.51
2009-06-30,919.32,9958.44,4249.2,3140.44,4808.64,18378.73
2009-07-01,923.33,9939.93,4340.7,3217,4905.44,18378.73
2009-07-02,896.42,9876.15,4234.3,3116.41,4718.49,18178.05
2009-07-03,896.42,9816.07,4236.3,3119.51,4708.21,18203.4
2009-07-06,898.72,9680.87,4194.9,3082.16,4651.82,17979.41
2009-07-07,881.03,9647.79,4187,3048.57,4598.19,17862.27
