ESCBFX,AUD,CAD,CHF,GBP,HKD,JPY,USD
2008-12-03,1.9625,1.5853,1.5332,0.85475,9.7852,117.39,1.2623
2008-12-04,1.9634,1.5948,1.5335,0.8626,9.7826,117.1,1.262
2008-12-05,1.9895,1.6354,1.538,0.8666,9.8164,116.91,1.2665
2008-12-08,1.9377,1.6067,1.559,0.8651,9.9633,120.1,1.2854
2008-12-09,1.9596,1.6171,1.5593,0.8711,9.95,118.85,1.2838
2008-12-10,1.9665,1.6295,1.5587,0.87325,10.0171,119.77,1.2925
2008-12-11,1.9889,1.6383,1.5737,0.8869,10.2417,120.67,1.3215
2008-12-12,2.0291,1.6598,1.5746,0.89235,10.3384,120.21,1.334
2008-12-15,2.0246,1.6555,1.5789,0.8994,10.4703,122.42,1.351
2008-12-16,2.0374,1.6832,1.5814,0.8936,10.6103,123.2,1.369
2008-12-17,2.0469,1.7004,1.564,0.91855,10.896,124.35,1.4059
2008-12-18,2.0735,1.7433,1.5368,0.9509,11.3274,129.22,1.4616
2008-12-19,2.047,1.71,1.5448,0.9287,10.8035,124.74,1.394
2008-12-22,2.0393,1.6763,1.5367,0.9432,10.8272,125.66,1.397
2008-12-23,2.0442,1.7041,1.5175,0.94395,10.833,126.03,1.3978
2008-12-24,2.054,1.6984,1.5043,0.9493,10.8542,126.65,1.4005
2008-12-29,2.0595,1.7408,1.4931,0.97855,11.0599,128.98,1.427
2008-12-30,2.0435,1.7331,1.4963,0.9742,10.9261,127.4,1.4098
2008-12-31,2.0274,1.6998,1.485,0.9525,10.7858,126.14,1.3917
2009-01-02,1.9884,1.6942,1.4874,0.961,10.7472,126.64,1.3866
2009-01-05,1.9189,1.6475,1.506,0.9358,10.5303,126.81,1.3582
2009-01-06,1.8727,1.585,1.5018,0.9176,10.3369,125.84,1.3332
2009-01-07,1.8831,1.6061,1.5006,0.9043,10.5398,126.77,1.3595
2009-01-08,1.9357,1.6344,1.4941,0.8933,10.5586,124.34,1.3617
2009-01-09,1.9371,1.6186,1.4998,0.8948,10.615,124.4,1.3684
2009-01-12,1.9478,1.6021,1.5005,0.8956,10.3867,120.48,1.3394
2009-01-13,1.9874,1.632,1.4858,0.9112,10.2852,118.54,1.3262
2009-01-14,1.9769,1.6144,1.4761,0.9083,10.2177,117.66,1.3173
2009-01-15,1.9818,1.6373,1.4725,0.8966,10.1552,116.97,1.3085
2009-01-16,1.9611,1.6434,1.4863,0.8893,10.2968,120.11,1.327
2009-01-19,1.9628,1.6492,1.4812,0.9047,10.2273,119.16,1.3182
2009-01-20,1.9662,1.6364,1.4807,0.9311,10.0328,116.9,1.293
2009-01-21,1.9937,1.6345,1.4764,0.9386,10.0167,116.11,1.291
2009-01-22,1.9799,1.6392,1.5036,0.9441,10.0744,114.98,1.2984
2009-01-23,1.9836,1.6087,1.4955,0.9387,9.9238,113.65,1.2795
2009-01-26,1.9773,1.5864,1.5031,0.9395,10.0785,115.82,1.299
2009-01-27,1.9884,1.619,1.5017,0.9352,10.222,117.59,1.3174
2009-01-28,1.9815,1.6161,1.5163,0.92725,10.2881,118.57,1.326
2009-01-29,1.9942,1.5963,1.5063,0.91725,10.1696,118.07,1.3111
2009-01-30,2.0115,1.5895,1.4871,0.89785,9.9399,114.98,1.2816
2009-02-02,2.0318,1.585,1.4872,0.90335,9.8956,114.04,1.276
2009-02-03,2.0113,1.6058,1.4898,0.9029,9.9629,115.02,1.2849
2009-02-04,2.0006,1.5928,1.4896,0.8901,9.9394,114.28,1.2818
2009-02-05,1.9772,1.5807,1.4919,0.878,9.9472,115.04,1.2829
2009-02-06,1.9407,1.6001,1.5012,0.8706,9.9228,116.7,1.2796
2009-02-09,1.9257,1.5969,1.506,0.871,10.0858,119.21,1.3008
2009-02-10,1.94,1.5866,1.5061,0.8771,10.0521,118.39,1.2967
2009-02-11,1.9745,1.6138,1.4972,0.9,10.0287,116.5,1.2938
2009-02-12,1.9844,1.5994,1.4885,0.903,9.9479,115.46,1.2833
2009-02-13,1.9404,1.5833,1.4931,0.88415,9.9411,117.59,1.2823
2009-02-16,1.9622,1.5912,1.4883,0.8945,9.8979,117.33,1.2765
2009-02-17,1.975,1.5959,1.4813,0.8851,9.7966,116.2,1.2634
2009-02-18,1.9726,1.5882,1.4792,0.8846,9.768,116.83,1.2596
2009-02-19,1.9597,1.5868,1.4922,0.8823,9.8521,118.99,1.2705
2009-02-20,1.9746,1.5911,1.4921,0.881,9.7631,118.62,1.2591
2009-02-23,1.9796,1.6001,1.4908,0.878,9.9226,121.09,1.2798
2009-02-24,1.9797,1.5996,1.4805,0.8797,9.8956,122.4,1.2763
2009-02-25,1.9685,1.5947,1.4848,0.8884,9.921,123.76,1.2795
2009-02-26,1.959,1.5885,1.4848,0.8913,9.9108,125.33,1.2782
2009-02-27,1.9891,1.5985,1.4841,0.8931,9.8053,123.23,1.2644
2009-03-02,1.9869,1.6229,1.4809,0.8933,9.7701,122.52,1.2596
2009-03-03,1.9619,1.6219,1.4826,0.89575,9.7866,123.64,1.2615
2009-03-04,1.957,1.6156,1.4782,0.8902,9.7421,124.67,1.2555
2009-03-05,1.9573,1.6139,1.4765,0.8903,9.7405,124.71,1.2555
2009-03-06,1.9783,1.6258,1.4637,0.89,9.8175,122.53,1.2658
2009-03-09,1.9883,1.6405,1.4669,0.9114,9.7455,124.4,1.2565
2009-03-10,1.9842,1.6349,1.4667,0.9229,9.9144,125.45,1.2783
2009-03-11,1.9657,1.6325,1.4772,0.9255,9.9165,125.35,1.2786
2009-03-12,1.9785,1.646,1.5225,0.9308,9.912,124.3,1.2782
2009-03-13,1.9587,1.6413,1.536,0.922,10.0054,127.03,1.2905
2009-03-16,1.9679,1.6534,1.5421,0.92055,10.1109,128.51,1.3042
2009-03-17,1.9624,1.6495,1.5327,0.9265,10.0327,128.1,1.2942
2009-03-18,1.984,1.6563,1.5332,0.9391,10.1787,128.94,1.313
2009-03-19,1.9771,1.6732,1.5385,0.9405,10.5972,129.67,1.3671
2009-03-20,1.9685,1.677,1.5291,0.9395,10.5008,129.87,1.3549
2009-03-23,1.9475,1.6753,1.5301,0.92945,10.5054,131.12,1.3558
2009-03-24,1.9341,1.656,1.5267,0.9206,10.4679,132.68,1.3507
2009-03-25,1.931,1.6598,1.523,0.92425,10.458,132.24,1.3494
2009-03-26,1.9349,1.6707,1.5266,0.9316,10.4579,133.63,1.3607
2009-03-27,1.923,1.6446,1.5189,0.9285,10.3041,129.91,1.3295
2009-03-30,1.9386,1.6533,1.5159,0.9291,10.225,127.93,1.3193
2009-03-31,1.9216,1.6685,1.5152,0.9308,10.314,131.17,1.3308
2009-04-01,1.9081,1.6764,1.5106,0.9206,10.2665,130.86,1.3246
2009-04-02,1.8797,1.6725,1.526,0.9129,10.3789,133.48,1.3392
2009-04-03,1.8813,1.6664,1.5236,0.9093,10.4045,134.08,1.3425
2009-04-06,1.8954,1.6656,1.5247,0.9052,10.4611,136.02,1.3496
2009-04-07,1.8715,1.6501,1.5169,0.90505,10.2738,132.8,1.3255
2009-04-08,1.8644,1.634,1.517,0.89935,10.2546,132.37,1.3231
2009-04-09,1.8595,1.6328,1.526,0.9044,10.2872,133.05,1.3273
2009-04-14,1.8221,1.6117,1.5151,0.8915,10.2891,132.57,1.3276
2009-04-15,1.8352,1.6004,1.51,0.8821,10.2094,130.7,1.3173
2009-04-16,1.8315,1.5874,1.5127,0.8856,10.2273,130.5,1.3196
2009-04-17,1.8125,1.5815,1.5218,0.8828,10.1202,129.67,1.3058
2009-04-20,1.8386,1.5985,1.5174,0.8896,10.0491,127.8,1.2966
2009-04-21,1.8509,1.6051,1.5114,0.8886,10.0223,126.82,1.2932
2009-04-22,1.837,1.6106,1.5121,0.8882,10.034,126.85,1.2947
2009-04-23,1.8304,1.6108,1.513,0.8968,10.1138,128.28,1.305
2009-04-24,1.8402,1.6121,1.5102,0.906,10.2548,128.3,1.3232
2009-04-27,1.8397,1.5953,1.5078,0.90075,10.1719,126.82,1.3125
2009-04-28,1.8511,1.5918,1.5038,0.89035,10.069,125.08,1.2992
2009-04-29,1.8434,1.5942,1.5064,0.89875,10.2816,128.53,1.3266
2009-04-30,1.8146,1.5786,1.5066,0.89335,10.2881,130.34,1.3275
2009-05-04,1.803,1.5681,1.5093,0.8897,10.248,131.52,1.3223
2009-05-05,1.7998,1.5669,1.5113,0.8859,10.3873,132.59,1.3403
2009-05-06,1.7917,1.5689,1.5089,0.8861,10.3245,131.17,1.3322
2009-05-07,1.7591,1.5569,1.5166,0.8847,10.3566,132.72,1.3363
2009-05-08,1.7702,1.5582,1.5142,0.8907,10.4044,133.36,1.3425
2009-05-11,1.7835,1.5676,1.5057,0.8986,10.5198,132.82,1.3574
2009-05-12,1.7858,1.5865,1.5088,0.8934,10.6045,132.9,1.3683
2009-05-13,1.7883,1.5832,1.5054,0.8998,10.5584,130.9,1.3623
2009-05-14,1.8115,1.5971,1.5053,0.8981,10.5116,129.41,1.3563
2009-05-15,1.7924,1.5894,1.5023,0.8905,10.4783,128.67,1.3518
2009-05-18,1.7776,1.5779,1.5115,0.8825,10.4609,129.28,1.3494
2009-05-19,1.7563,1.5754,1.5146,0.8794,10.5513,130.91,1.3612
2009-05-20,1.7655,1.5724,1.5124,0.8826,10.6134,131.06,1.369
2009-05-21,1.7861,1.5754,1.5174,0.879,10.6757,130.84,1.3771
2009-05-22,1.7832,1.5744,1.5217,0.8781,10.831,131.41,1.3972
2009-05-25,1.7924,1.5777,1.5178,0.8803,10.8595,133.22,1.401
2009-05-26,1.7949,1.5698,1.5144,0.876,10.7809,132.06,1.3908
2009-05-27,1.7773,1.5536,1.5135,0.8706,10.777,132.48,1.3901
2009-05-28,1.7753,1.5544,1.5117,0.87,10.7427,134.38,1.3856
2009-05-29,1.7671,1.5501,1.5128,0.8729,10.9273,135.22,1.4098
2009-06-01,1.7552,1.5397,1.514,0.868,11.0224,134.89,1.422
2009-06-02,1.7443,1.5433,1.5137,0.8652,11.0373,136.09,1.4238
2009-06-03,1.7414,1.5459,1.5175,0.8597,11.0125,136.33,1.4207
2009-06-04,1.7732,1.5694,1.5126,0.8689,10.9257,136.32,1.4095
2009-06-05,1.7606,1.5657,1.5191,0.8792,10.9887,137.48,1.4177
2009-06-08,1.759,1.5548,1.5166,0.8709,10.7491,136.53,1.3866
2009-06-09,1.7571,1.5402,1.5158,0.8632,10.8202,136.8,1.3959
2009-06-10,1.7387,1.55,1.5158,0.8583,10.9307,138.03,1.4102
2009-06-11,1.7209,1.5428,1.512,0.8507,10.8276,137.39,1.3969
2009-06-12,1.7255,1.5708,1.5099,0.8538,10.8543,137.55,1.4004
2009-06-15,1.7285,1.569,1.511,0.8472,10.7344,136.08,1.385
2009-06-16,1.7324,1.5612,1.507,0.8437,10.765,134.78,1.389
2009-06-17,1.7528,1.5794,1.5096,0.8522,10.7263,133.28,1.384
2009-06-18,1.7528,1.5758,1.5013,0.8583,10.7885,133.57,1.392
2009-06-19,1.7283,1.5708,1.5102,0.84715,10.7976,134.84,1.3932
2009-06-22,1.742,1.5871,1.5074,0.84255,10.7404,133.02,1.3858
2009-06-23,1.7744,1.6101,1.5031,0.85735,10.8331,133.49,1.3978
2009-06-24,1.7566,1.6105,1.5183,0.8493,10.8725,133.77,1.4029
2009-06-25,1.7488,1.62,1.5311,0.8567,10.8037,134.34,1.394
2009-06-26,1.7457,1.6168,1.5275,0.8543,10.9245,134.5,1.4096
2009-06-29,1.7451,1.6236,1.526,0.84865,10.8949,134.03,1.4058
2009-06-30,1.7359,1.6275,1.5265,0.8521,10.954,135.51,1.4134
2009-07-01,1.7485,1.6224,1.5241,0.8562,10.9247,136.53,1.4096
2009-07-02,1.7525,1.6201,1.5235,0.8573,10.8879,135.95,1.4049
2009-07-03,1.7552,1.6203,1.5228,0.85625,10.857,134.32,1.4009
2009-07-06,1.7605,1.6193,1.5198,0.8612,10.7704,132.44,1.3897
2009-07-07,1.7484,1.6223,1.5181,0.8638,10.8648,133.61,1.4019
2009-07-08,1.7728,1.6206,1.5162,0.86495,10.7738,131.02,1.3901
2009-07-09,1.7831,1.6182,1.5119,0.8606,10.8426,130.05,1.399
2009-07-10,1.794,1.6212,1.514,0.858,10.7736,128.21,1.3901
2009-07-13,1.801,1.6239,1.5133,0.8678,10.8308,129.03,1.3975
2009-07-14,1.7689,1.6018,1.5159,0.85755,10.8436,130.34,1.3991
2009-07-15,1.7551,1.5813,1.5179,0.8576,10.9194,131.57,1.4089
2009-07-16,1.7582,1.5787,1.5154,0.8591,10.9512,132.63,1.413
2009-07-17,1.7621,1.5734,1.5193,0.8653,10.9198,132.06,1.409
2009-07-20,1.751,1.5702,1.5198,0.8601,11.0184,134.44,1.4217
2009-07-21,1.7438,1.5689,1.5186,0.8653,11.0229,134.1,1.4223
2009-07-22,1.7455,1.5704,1.5164,0.8648,10.998,132.49,1.4191
2009-07-23,1.7376,1.5606,1.5203,0.8617,11.0275,134.23,1.4229
2009-07-24,1.7413,1.5407,1.5217,0.867,11.0259,134.92,1.4227
2009-07-27,1.7331,1.5433,1.5237,0.8653,11.0586,135.61,1.4269
2009-07-28,1.7138,1.5378,1.5224,0.8622,11.0287,134.53,1.4229
2009-07-29,1.722,1.5335,1.5268,0.8611,10.9307,133.86,1.4104
2009-07-30,1.7042,1.524,1.5314,0.8524,10.8911,133.89,1.4053
2009-07-31,1.706,1.5234,1.5317,0.8556,10.957,135.33,1.4138
2009-08-03,1.702,1.5274,1.5246,0.8492,11.0849,135.86,1.4303
2009-08-04,1.7116,1.5369,1.5286,0.84845,11.1477,136.22,1.4384
2009-08-05,1.708,1.5507,1.5316,0.84695,11.1678,137.38,1.441
2009-08-06,1.7067,1.5416,1.529,0.8524,11.1369,137.31,1.437
2009-08-07,1.7161,1.554,1.5288,0.8567,11.1272,136.89,1.4357
2009-08-10,1.6895,1.5361,1.5345,0.85355,11.007,138.01,1.4202
2009-08-11,1.6965,1.5537,1.5301,0.8584,10.9793,136.72,1.4166
2009-08-12,1.7201,1.5633,1.5276,0.85965,10.9828,135.77,1.417
2009-08-13,1.6931,1.5451,1.5328,0.85865,11.0786,137.52,1.4293
2009-08-14,1.6939,1.5509,1.5267,0.8616,11.0784,135.61,1.4294
2009-08-17,1.7208,1.5621,1.5212,0.8629,10.9068,132.94,1.4072
2009-08-18,1.7116,1.5606,1.5207,0.8566,10.9302,134.12,1.4101
2009-08-19,1.7239,1.5657,1.5152,0.8608,10.9397,132.55,1.4112
2009-08-20,1.7124,1.56,1.5169,0.8638,11.0398,134.11,1.4243
2009-08-21,1.7197,1.5541,1.516,0.8657,11.1074,134.19,1.433
2009-08-24,1.7032,1.5444,1.5184,0.8682,11.1013,135.57,1.4323
2009-08-25,1.7054,1.5411,1.5171,0.87405,11.1015,135.05,1.4324
2009-08-26,1.7163,1.557,1.5189,0.878,11.0601,134.32,1.427
2009-08-27,1.7101,1.5598,1.5234,0.8804,11.059,133.61,1.4268
2009-08-28,1.6995,1.5522,1.517,0.8784,11.1335,134.75,1.4364
2009-08-31,1.7087,1.5793,1.5168,0.88135,11.062,133.1,1.4272
2009-09-01,1.7096,1.5672,1.5153,0.8815,11.0939,133.26,1.4314
2009-09-02,1.7112,1.572,1.5167,0.8751,11.0222,131.63,1.422
2009-09-03,1.7037,1.5742,1.5143,0.8747,11.1108,132.47,1.4335
2009-09-04,1.6915,1.5581,1.5157,0.872,11.0533,132.45,1.4262
2009-09-07,1.6748,1.5429,1.5181,0.8735,11.1064,133.33,1.433
2009-09-08,1.677,1.5483,1.5159,0.87365,11.2169,133.57,1.4473
2009-09-09,1.6836,1.569,1.5173,0.8793,11.255,134.13,1.4522
2009-09-10,1.6965,1.5791,1.5151,0.87575,11.273,133.92,1.4545
2009-09-11,1.6908,1.5728,1.5137,0.8739,11.3106,132.62,1.4594
2009-09-14,1.6963,1.5879,1.5133,0.879,11.2849,132.3,1.4561
2009-09-15,1.7014,1.5869,1.5162,0.8869,11.3235,133.26,1.4611
2009-09-16,1.6843,1.5696,1.5196,0.8897,11.37,132.6,1.4671
2009-09-17,1.6863,1.5672,1.5187,0.8905,11.4021,134.38,1.4712
2009-09-18,1.6934,1.5752,1.5146,0.9003,11.3966,134.17,1.4705
2009-09-21,1.7017,1.578,1.5182,0.9066,11.3609,135.46,1.4658
2009-09-22,1.6922,1.5787,1.5149,0.9047,11.4552,135.09,1.478
2009-09-23,1.6906,1.5794,1.5123,0.8994,11.4578,134.96,1.4783
2009-09-24,1.688,1.5843,1.5117,0.91065,11.4457,133.85,1.4768
2009-09-25,1.6952,1.6035,1.5118,0.91875,11.3696,132.59,1.467
2009-09-28,1.6906,1.6027,1.5114,0.92265,11.3542,131.15,1.465
2009-09-29,1.669,1.5861,1.5124,0.9118,11.2758,130.91,1.4549
2009-09-30,1.6596,1.5709,1.5078,0.9093,11.3485,131.07,1.4643
2009-10-01,1.6539,1.5601,1.5165,0.91085,11.2679,130.78,1.4539
2009-10-02,1.6838,1.5856,1.5107,0.9172,11.2664,129.95,1.4537
2009-10-05,1.6713,1.5693,1.5102,0.9171,11.3275,131.41,1.4616
2009-10-06,1.6574,1.5648,1.5118,0.92605,11.4099,131.21,1.4722
2009-10-07,1.6512,1.5546,1.515,0.9249,11.3879,130.68,1.4694
2009-10-08,1.6346,1.5619,1.5166,0.92,11.4414,130.46,1.4763
2009-10-09,1.6288,1.5398,1.5187,0.92285,11.4314,131.12,1.475
2009-10-12,1.6289,1.5248,1.5175,0.9333,11.4432,132.99,1.4765
2009-10-13,1.6341,1.5308,1.517,0.9408,11.5198,133.02,1.4864
2009-10-14,1.6326,1.5311,1.5166,0.93025,11.5329,133.39,1.4881
2009-10-15,1.6214,1.536,1.5132,0.9147,11.5196,134.07,1.4864
2009-10-16,1.6213,1.5458,1.518,0.91175,11.5235,135.6,1.4869
2009-10-19,1.6206,1.5445,1.5138,0.9143,11.5616,135.66,1.4918
2009-10-20,1.6121,1.5443,1.5121,0.9117,11.6025,135.53,1.4971
2009-10-21,1.6175,1.5754,1.5112,0.9001,11.5639,135.82,1.4921
2009-10-22,1.6235,1.574,1.5105,0.9053,11.6251,136.9,1.5
2009-10-23,1.6235,1.5807,1.5132,0.9172,11.6405,137.97,1.502
2009-10-26,1.6253,1.5872,1.5131,0.9194,11.6399,138.09,1.5019
2009-10-27,1.6199,1.5839,1.5145,0.90775,11.5273,136.91,1.4874
2009-10-28,1.6327,1.5855,1.5109,0.9057,11.4585,134.76,1.4785
2009-10-29,1.6276,1.5865,1.5109,0.8975,11.4609,135.13,1.4788
2009-10-30,1.6274,1.5952,1.5123,0.89375,11.4702,134.66,1.48
2009-11-02,1.6323,1.5958,1.5093,0.9033,11.4485,132.95,1.4772
2009-11-03,1.635,1.5834,1.5121,0.8986,11.3604,132.25,1.4658
2009-11-04,1.6277,1.5682,1.5113,0.8936,11.4399,134.3,1.4761
2009-11-05,1.6362,1.5804,1.5114,0.8953,11.5219,134.3,1.4867
2009-11-06,1.6235,1.5923,1.5115,0.896,11.518,134.76,1.4862
2009-11-09,1.6141,1.5923,1.5103,0.89365,11.6118,134.81,1.4984
2009-11-10,1.6145,1.5852,1.5115,0.8986,11.5988,134.51,1.4966
2009-11-11,1.6133,1.5693,1.5104,0.9029,11.6538,135.11,1.5037
2009-11-12,1.6062,1.5702,1.5106,0.902,11.5646,134.32,1.4922
2009-11-13,1.6019,1.5655,1.5098,0.89125,11.5227,133.51,1.4868
2009-11-16,1.6004,1.5635,1.5093,0.89485,11.5978,134.02,1.4965
2009-11-17,1.6023,1.5735,1.5111,0.88625,11.5283,132.76,1.4875
2009-11-18,1.6026,1.5657,1.5112,0.8895,11.5917,133.39,1.4957
2009-11-19,1.6193,1.5776,1.5131,0.89385,11.519,132.05,1.4863
2009-11-20,1.6299,1.5876,1.5126,0.89915,11.4816,131.87,1.4815
2009-11-23,1.6212,1.5846,1.5108,0.90075,11.6003,133.03,1.4968
2009-11-24,1.6254,1.5815,1.511,0.9031,11.601,132.57,1.4969
2009-11-25,1.6236,1.5787,1.5095,0.9031,11.6893,132.1,1.5083
2009-11-26,1.6436,1.5882,1.5098,0.911,11.6802,130.7,1.5071
2009-11-27,1.6507,1.5992,1.5064,0.9091,11.562,129.2,1.4918
2009-11-30,1.6452,1.5882,1.5071,0.91155,11.6431,129.77,1.5023
2009-12-01,1.6355,1.5761,1.5079,0.90985,11.6824,131.02,1.5074
2009-12-02,1.6262,1.5766,1.5072,0.9043,11.6949,131.55,1.509
2009-12-03,1.6276,1.5873,1.5083,0.90915,11.718,133.17,1.512
2009-12-04,1.6259,1.5778,1.5063,0.9048,11.6778,133.08,1.5068
2009-12-07,1.6271,1.5664,1.5123,0.90505,11.4605,133.24,1.4787
2009-12-08,1.6247,1.5595,1.5111,0.907,11.4504,130.74,1.4774
2009-12-09,1.6222,1.5643,1.5114,0.9046,11.4461,129.91,1.4768
2009-12-10,1.6074,1.5472,1.5113,0.9043,11.4168,130.03,1.473
2009-12-11,1.6076,1.5481,1.5125,0.90515,11.4373,131.13,1.4757
2009-12-14,1.6071,1.5584,1.5122,0.9006,11.3537,129.55,1.4647
2009-12-15,1.6048,1.5459,1.5123,0.896,11.2735,130.22,1.4541
2009-12-16,1.6179,1.5432,1.5126,0.88945,11.289,130.61,1.456
2009-12-17,1.6195,1.5389,1.5053,0.88995,11.1261,129.27,1.4343
2009-12-18,1.6156,1.5295,1.4958,0.887,11.1208,129.68,1.4337
2009-12-21,1.6211,1.5165,1.4938,0.8918,11.1405,130.1,1.4368
2009-12-22,1.6259,1.5109,1.4987,0.89305,11.0744,130.83,1.4279
2009-12-23,1.627,1.4983,1.4895,0.8947,11.0698,130.95,1.4276
2009-12-24,1.6294,1.5052,1.4882,0.9008,11.1645,131.73,1.4398
2009-12-28,1.6222,1.5069,1.4888,0.90143,11.1713,131.86,1.4405
2009-12-29,1.6069,1.4999,1.4882,0.9027,11.1938,132.44,1.4433
2009-12-30,1.6036,1.5039,1.4878,0.904,11.1187,132.35,1.4338
2009-12-31,1.6008,1.5128,1.4836,0.8881,11.1709,133.16,1.4406
2010-01-04,1.5885,1.4953,1.4873,0.8914,11.1608,133.62,1.4389
2010-01-05,1.5769,1.4952,1.4856,0.90045,11.2017,132.54,1.4442
2010-01-06,1.5677,1.492,1.4823,0.8986,11.129,132.69,1.435
2010-01-07,1.5611,1.4789,1.4832,0.8996,11.093,133.5,1.4304
2010-01-08,1.561,1.4781,1.4815,0.8934,11.0699,133.36,1.4273
2010-01-11,1.5593,1.4928,1.4755,0.8989,11.2666,134.23,1.4528
2010-01-12,1.5668,1.4959,1.4743,0.8972,11.2301,132.41,1.4481
2010-01-13,1.5729,1.5065,1.4788,0.8946,11.2934,133.02,1.4563
2010-01-14,1.5591,1.4942,1.4804,0.8905,11.2366,132.88,1.4486
2010-01-15,1.5547,1.4752,1.4756,0.88105,11.1536,130.76,1.4374
2010-01-18,1.5511,1.4741,1.4745,0.8795,11.1529,130.33,1.4369
2010-01-19,1.5541,1.4723,1.476,0.8743,11.0846,129.79,1.4279
2010-01-20,1.5468,1.4771,1.4763,0.8692,10.9753,128.65,1.4132
2010-01-21,1.5463,1.474,1.4723,0.87,10.9265,129.14,1.4064
2010-01-22,1.5659,1.4891,1.4708,0.8763,10.9846,127.35,1.4135
2010-01-25,1.5635,1.4996,1.4728,0.8773,10.9929,127.74,1.4151
2010-01-26,1.5693,1.4965,1.4723,0.8733,10.9494,126.31,1.4085
2010-01-27,1.5656,1.4973,1.4721,0.86725,10.9422,125.95,1.4072
2010-01-28,1.5537,1.4824,1.4725,0.8616,10.8755,126.36,1.3999
2010-01-29,1.5639,1.4924,1.4662,0.86655,10.847,126.15,1.3966
2010-02-01,1.5748,1.4868,1.4725,0.87485,10.8066,125.6,1.3913
2010-02-02,1.5815,1.4768,1.4733,0.87375,10.8263,126.2,1.3937
2010-02-03,1.5759,1.4832,1.4738,0.8762,10.858,126.73,1.3984
2010-02-04,1.5726,1.4701,1.469,0.8731,10.7583,125.68,1.3847
2010-02-05,1.5822,1.4698,1.4682,0.87325,10.6395,122.49,1.3691
2010-02-08,1.5765,1.464,1.4659,0.8761,10.6263,122.07,1.3675
2010-02-09,1.5729,1.468,1.4672,0.8804,10.6906,123.4,1.376
2010-02-10,1.57,1.4667,1.4658,0.8798,10.6766,123.01,1.374
2010-02-11,1.5446,1.4502,1.4663,0.8775,10.659,123.03,1.3718
2010-02-12,1.5366,1.4269,1.465,0.8691,10.5464,122.33,1.3572
2010-02-15,1.5304,1.4253,1.4661,0.8676,10.5736,122.42,1.3607
2010-02-16,1.5229,1.4264,1.4678,0.8705,10.6062,122.68,1.3649
2010-02-17,1.5191,1.4306,1.4679,0.869,10.6634,124.69,1.3726
2010-02-18,1.5115,1.4177,1.4651,0.8704,10.5364,123.3,1.3567
2010-02-19,1.5171,1.4215,1.4658,0.8783,10.4999,124.17,1.3519
2010-02-22,1.5113,1.4133,1.4649,0.8797,10.5789,124.38,1.3626
2010-02-23,1.507,1.4172,1.4667,0.8802,10.5382,123.19,1.3577
2010-02-24,1.5191,1.4306,1.4641,0.8775,10.5185,122.16,1.3547
2010-02-25,1.5186,1.4278,1.4633,0.8809,10.4727,120.66,1.3489
2010-02-26,1.524,1.4354,1.4638,0.8927,10.5336,120.92,1.357
2010-03-01,1.5105,1.4266,1.4644,0.9067,10.5007,120.67,1.3525
2010-03-02,1.4994,1.4029,1.4628,0.90635,10.518,120.68,1.3548
2010-03-03,1.5116,1.4097,1.4629,0.9057,10.5891,121.1,1.3641
2010-03-04,1.5149,1.4071,1.4632,0.905,10.6105,120.86,1.3668
2010-03-05,1.5043,1.4011,1.4632,0.9025,10.5438,121.48,1.3582
2010-03-08,1.497,1.4023,1.4628,0.9024,10.6001,123.48,1.3662
2010-03-09,1.4938,1.3962,1.4626,0.9064,10.5208,121.72,1.3557
2010-03-10,1.4855,1.3969,1.4618,0.9114,10.5606,123.16,1.361
2010-03-11,1.4916,1.4027,1.4622,0.9086,10.5974,123.84,1.3657
2010-03-12,1.4991,1.4013,1.4597,0.9083,10.6787,124.57,1.3765
2010-03-15,1.5022,1.3972,1.4527,0.9105,10.6338,124.3,1.3705
2010-03-16,1.5005,1.3944,1.4516,0.9069,10.6493,124.22,1.3723
2010-03-17,1.4898,1.3902,1.4511,0.8962,10.6769,124.43,1.3756
2010-03-18,1.4821,1.3801,1.4474,0.894,10.601,123.33,1.366
2010-03-19,1.4727,1.3666,1.4374,0.8945,10.5128,122.86,1.3548
2010-03-22,1.4815,1.3788,1.4348,0.899,10.4552,121.25,1.3471
2010-03-23,1.4742,1.3777,1.4321,0.9005,10.4937,122.16,1.3519
2010-03-24,1.4655,1.3651,1.4282,0.8946,10.3524,122.62,1.3338
2010-03-25,1.4619,1.359,1.428,0.8944,10.3662,123.44,1.3356
2010-03-26,1.4778,1.3721,1.4286,0.9004,10.3653,124,1.3353
2010-03-29,1.4734,1.375,1.4329,0.8994,10.4596,124.75,1.3471
2010-03-30,1.465,1.3731,1.4316,0.8933,10.4682,124.8,1.3482
2010-03-31,1.4741,1.3687,1.4276,0.8898,10.4653,125.93,1.3479
2010-04-01,1.4685,1.3622,1.4179,0.88485,10.4604,126.28,1.3468
2010-04-06,1.4521,1.3408,1.4325,0.8824,10.403,126.04,1.3396
2010-04-07,1.441,1.3363,1.4321,0.87885,10.3568,125.04,1.334
2010-04-08,1.4394,1.3407,1.4324,0.875,10.3181,123.76,1.3296
2010-04-09,1.4378,1.3466,1.4364,0.872,10.3839,125.34,1.3384
2010-04-12,1.4635,1.3688,1.4393,0.8825,10.5396,126.99,1.3585
2010-04-13,1.4646,1.363,1.437,0.8812,10.5414,126.34,1.3583
